[ 2025-03-28 18:45:41,774 ] 15 root - INFO - Initiated Data Ingestion
[ 2025-03-28 18:45:47,315 ] 60 root - INFO - Performed Train Test Split on the dataframe
[ 2025-03-28 18:45:47,315 ] 63 root - INFO - Exporting train and test file path.
[ 2025-03-28 18:45:47,383 ] 70 root - INFO - Exported train and test file path.
[ 2025-03-28 18:45:47,383 ] 17 root - INFO - Completed Data Ingestion
[ 2025-03-28 18:45:47,399 ] 20 root - INFO - Initiated Data Validation
[ 2025-03-28 18:45:47,495 ] 40 root - INFO - Required number of columns:27
[ 2025-03-28 18:45:47,495 ] 41 root - INFO - Data frame has columns:27
[ 2025-03-28 18:45:47,495 ] 40 root - INFO - Required number of columns:27
[ 2025-03-28 18:45:47,495 ] 41 root - INFO - Data frame has columns:27
[ 2025-03-28 18:45:47,689 ] 22 root - INFO - Completed Data Validation
