[ 2025-03-28 21:34:58,561 ] 16 root - INFO - Initiated Data Ingestion
[ 2025-03-28 21:35:03,631 ] 60 root - INFO - Performed Train Test Split on the dataframe
[ 2025-03-28 21:35:03,631 ] 63 root - INFO - Exporting train and test file path.
[ 2025-03-28 21:35:03,693 ] 70 root - INFO - Exported train and test file path.
[ 2025-03-28 21:35:03,708 ] 18 root - INFO - Completed Data Ingestion
[ 2025-03-28 21:35:03,708 ] 21 root - INFO - Initiated Data Validation
[ 2025-03-28 21:35:03,755 ] 40 root - INFO - Required number of columns:27
[ 2025-03-28 21:35:03,755 ] 41 root - INFO - Data frame has columns:27
[ 2025-03-28 21:35:03,755 ] 40 root - INFO - Required number of columns:27
[ 2025-03-28 21:35:03,755 ] 41 root - INFO - Data frame has columns:27
[ 2025-03-28 21:35:03,944 ] 23 root - INFO - Completed Data Validation
[ 2025-03-28 21:35:03,944 ] 25 root - INFO - Initiated Data Transformation
[ 2025-03-28 21:35:03,944 ] 61 root - INFO - Started Data Transformation and Reading train and test file
[ 2025-03-28 21:35:03,996 ] 46 root - INFO - Entered the save_object method of MainUtils class
