[ 2025-03-28 20:46:21,496 ] 16 root - INFO - Initiated Data Ingestion
[ 2025-03-28 20:46:27,195 ] 60 root - INFO - Performed Train Test Split on the dataframe
[ 2025-03-28 20:46:27,196 ] 63 root - INFO - Exporting train and test file path.
[ 2025-03-28 20:46:27,255 ] 70 root - INFO - Exported train and test file path.
[ 2025-03-28 20:46:27,268 ] 18 root - INFO - Completed Data Ingestion
[ 2025-03-28 20:46:27,268 ] 21 root - INFO - Initiated Data Validation
[ 2025-03-28 20:46:27,336 ] 40 root - INFO - Required number of columns:27
[ 2025-03-28 20:46:27,336 ] 41 root - INFO - Data frame has columns:27
[ 2025-03-28 20:46:27,337 ] 40 root - INFO - Required number of columns:27
[ 2025-03-28 20:46:27,337 ] 41 root - INFO - Data frame has columns:27
[ 2025-03-28 20:46:27,525 ] 23 root - INFO - Completed Data Validation
[ 2025-03-28 20:46:27,525 ] 25 root - INFO - Initiated Data Transformation
[ 2025-03-28 20:46:27,525 ] 61 root - INFO - Started Data Transformation and Reading train and test file
[ 2025-03-28 20:46:27,566 ] 46 root - INFO - Entered the save_object method of MainUtils class
