[ 2025-03-28 22:01:43,673 ] 16 root - INFO - Initiated Data Ingestion
[ 2025-03-28 22:01:48,969 ] 60 root - INFO - Performed Train Test Split on the dataframe
[ 2025-03-28 22:01:48,969 ] 63 root - INFO - Exporting train and test file path.
[ 2025-03-28 22:01:49,066 ] 70 root - INFO - Exported train and test file path.
[ 2025-03-28 22:01:49,066 ] 18 root - INFO - Completed Data Ingestion
[ 2025-03-28 22:01:49,079 ] 21 root - INFO - Initiated Data Validation
[ 2025-03-28 22:01:49,131 ] 40 root - INFO - Required number of columns:27
[ 2025-03-28 22:01:49,131 ] 41 root - INFO - Data frame has columns:27
[ 2025-03-28 22:01:49,131 ] 40 root - INFO - Required number of columns:27
[ 2025-03-28 22:01:49,131 ] 41 root - INFO - Data frame has columns:27
[ 2025-03-28 22:01:49,334 ] 23 root - INFO - Completed Data Validation
[ 2025-03-28 22:01:49,334 ] 25 root - INFO - Initiated Data Transformation
[ 2025-03-28 22:01:49,334 ] 65 root - INFO - Started Data Transformation and Reading train and test file
[ 2025-03-28 22:01:49,379 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-03-28 22:01:49,394 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-03-28 22:01:49,397 ] 29 root - INFO - Completed Data Transformation
